project,title,description,story_points
XD,"""Facing issue while running Spring XD batch job on HDP version 2.3.2.0-2950""","""""""***Version  Spring XD Version : spring-xd-1.3.0.RELEASE, spring-xd-1.3.0.RELEASE-yarn  OS & Version: Linux 2.6.32-431.29.2.el6.x86_64   Java Version: java version """"""""1.7.0_65""""""""  ***Description  The simple word count map reduce job using spring xd is failing with inline error message.  ***Steps to recreate the problem  1. Created a jar for simple word count map reduce job.  2. Created jar using information given in ( http://docs.spring.io/spring-hadoop/docs/2.0.2.RELEASE/reference/html/hadoop.html#hadoop:tasklet )  3. Once the final jar was ready, uploaded using """"""""module upload --name test_mr_module --type job --file /home/user/jar/samplemrjob.jar""""""""  4. After that created and deployed job using """"""""job create --name test_mr_job --definition test_mr_module --deploy""""""""  5. Finally launched using """"""""job launch test_mr_job"""""""" which failed with inline error.  ***Describe XD Deployment : Distributed   Deployment Type : Distributed - YARN ( on AWS EC2 cloud ) Number of xd-admin’s and xd-container’s  : 1 Admin and 3 Containers    ***Describe Other Components  Transport: Redis 3.0.1 ZooKeeper: Version 3.4.6.2.3.2.0-2950   Hadoop deployment Data Platform : Hortonworks HDP 2.3.2.0-2950 RDBMS: MySQL    ***Error Message:   ***************************************************** 05:29:52,673   INFO DeploymentsPathChildrenCache-0 container.DeploymentListener - Deploying job 'test_mr_job' 05:29:53,655   INFO DeploymentsPathChildrenCache-0 container.DeploymentListener - Deploying module [ModuleDescriptor@6e5af900 moduleName = 'test_mr_module', moduleLabel = 'test_mr_module', group = 'test_mr_job', sourceChannelName = [null], sinkChannelName = [null], index = 0, type = job, parameters = map[[empty]], children = list[[empty]]] 05:30:24,351  ERROR inbound.job:test_mr_job-redis:queue-inbound-channel-adapter1 step.AbstractStep - Encountered an error executing step teststep in job test_mr_job java.lang.IllegalArgumentException: Unable to parse '/hdp/apps/${hdp.version}/mapreduce/mapreduce.tar.gz#mr-framework' as a URI, check the setting for mapreduce.application.framework.path         at org.apache.hadoop.mapreduce.JobSubmitter.addMRFrameworkToDistributedCache(JobSubmitter.java:443)   .  .   .         at org.springframework.integration.redis.inbound.RedisQueueMessageDrivenEndpoint.access$300(RedisQueueMessageDrivenEndpoint.java:54)         at org.springframework.integration.redis.inbound.RedisQueueMessageDrivenEndpoint$ListenerTask.run(RedisQueueMessageDrivenEndpoint.java:323)         at org.springframework.integration.util.ErrorHandlingTaskExecutor$1.run(ErrorHandlingTaskExecutor.java:55)         at java.lang.Thread.run(Thread.java:745) Caused by: java.net.URISyntaxException: Illegal character in path at index 11: /hdp/apps/${hdp.version}/mapreduce/mapreduce.tar.gz#mr-framework         at java.net.URI$Parser.fail(URI.java:2848)         at java.net.URI$Parser.checkChars(URI.java:3021)         at java.net.URI$Parser.parseHierarchical(URI.java:3105)         at java.net.URI$Parser.parse(URI.java:3063)         at java.net.URI.<init>(URI.java:588)         at org.apache.hadoop.mapreduce.JobSubmitter.addMRFrameworkToDistributedCache(JobSubmitter.java:441) *****************************************************""""""",8
XD,"""Duplicate MBean Names With router Sink""","""""""For some reason, the Integration {{MBeanExporterHelper}} is not preventing the standard context {{MBeanExporter}} from exporting the {{AbstractMessageRouter}}. This should be suppressed (when an IMBE is present) because it's annotated {{@IntegrationManagedResource}}.  Causes {{InstanceAlreadyExistsException}}.  Workaround in the stack overflow answer.  http://stackoverflow.com/questions/33838502/error-deploying-more-than-one-stream-with-a-router-1-3-0  Could be an SI issue, but investigation needed. However, we should probably include the stream/job name in all MBeans for the stream (as is done for the integration exporter).""""""",1
XD,"""Document limitations with HSQL when using composed jobs""","""""""As a developer, I'd want to document the limitations of HSQL DB when using composed jobs. """"""",1
XD,"""Job definitions request limits 20 results by default""","""""""As a user, I'm trying to get all job definitions, but the first 20 alone are returned.  Job samples:   Request: {{http://localhost:9393/jobs/definitions.json}} - returns top 20; the other experiments with page size of either 0 or -1 still brings the top 20.""""""",1
XD,"""Counter sink does not accept SpEL expressions""","""""""As a user, I'm trying to use {{counter}} sink with {SpEL}} expression, but I'm not able to use them in combination. It [throws|https://github.com/spring-cloud/spring-cloud-stream-modules/blob/master/counter-sink/src/main/java/org/springframework/cloud/stream/module/metrics/CounterSinkProperties.java#L77] {{exactly one of 'name' and 'nameExpression' must be set}} as error message.  """"""",1
XD,"""Bump Boot and spring-cloud-build Versions""","""""""As a developer, I'd like to upgrade Boot and Spring Cloud Build revisions, so I can leverage the latest updates.""""""",5
XD,"""Gemfire modules fail to deploy when SSL enabled""","""""""See the attatched log (xd.out) showing : {{ Caused by: java.lang.IllegalStateException: A connection to a distributed system already exists in this VM.  It has the following configuration:   ack-severe-alert-threshold=""""""""0""""""""   ack-wait-threshold=""""""""15""""""""   archive-disk-space-limit=""""""""0""""""""   archive-file-size-limit=""""""""0""""""""   async-distribution-timeout=""""""""0""""""""   async-max-queue-size=""""""""8""""""""   async-queue-timeout=""""""""60000""""""""   bind-address=""""""""""""""""   cache-xml-file=""""""""cache.xml""""""""   cluster-ssl-ciphers=""""""""any""""""""   cluster-ssl-enabled=""""""""true""""""""   cluster-ssl-keystore=""""""""/Users/<USER>trusted.keystore""""""""   cluster-ssl-keystore-password=""""""""password""""""""   cluster-ssl-keystore-type=""""""""jks""""""""   cluster-ssl-protocols=""""""""any""""""""   cluster-ssl-require-authentication=""""""""true""""""""   cluster-ssl-truststore=""""""""/Users/<USER>trusted.keystore""""""""   cluster-ssl-truststore-password=""""""""password"""""""" ... }}  Steps to reproduce:  Refer to: http://gemfire.docs.pivotal.io/latest/managing/security/ssl_example.html  1) Install the the attached keystore 2) Install attached gemfire.properties in $XD_INSTALL/xd/config 3) Install a copy of gemfire.properties in the server path,  e.g., if using the gemfire server app installed with the distribution,  $XD_INSTALL/gemfire,  and run bin/gemfire 4) Start the gemfire server 5) Start xd singlenode 6) Start the shell and deploy a stream using a gemfire module (this was reported with gemfire-json-server sink, but in theory it will affect any since it occurs during client cache creation).   Note: I verified this SSL configuration works with a simple SDG client against the XD server. (Use SDG 1.6.2, and gemfire 8.0.0).  Also, the gemfire-json-server example in the XD reference works as expected without the SSL configuration.   This may to be related to the module using a its own class loader. `java.lang.IllegalStateException: A connection to a distributed system already exists in this VM` happens because there are 2 instances of DistributedSystem created (one for each class loader?). This happens even when all the module jars are moved to xd/lib to force all gemfire classes to be loaded in the parent class loader.    """"""",8
XD,"""Add SSL and attachments to mail sink""","""""""Add SSL and attachments to Mail sink module. see XD-2076 & XD-2498.  """"""",3
XD,"""Support partitioning for Kafka even if count == 1""","""""""As a developer, I want to be able to set a partitioning key for the Kafka bus even when there is a single downstream module, so that I can take advantage of the native Kafka partitioning and message ordering support.""""""",3
XD,"""Improve Shell Connection Diagnostics""","""""""When a problem occurs connecting to admin, we just get {{Unable to contact Data Flow Admin}} even if the connection is successful and some problem occurs when interpreting the result.  The exception is eaten.  Log an error including the exception.  Currently investigating an NPE in DataFlowTemplate @ line 77.""""""",1
XD,"""Remove hardcoded buildpack commit reference""","""""""As a developer, I'd like to remove the hardcoded buildpack reference since the latest 1.6.2 ER release includes all the features required by Data Flow. """"""",1
XD,"""Execution list page includes child jobs in pagination scope""","""""""As a user, I created a composed job with over 10 child jobs in the workflow; I expected to see 'a' job in the execution list page without any pagination, but instead I noticed empty pagination to skip to next page.""""""",1
XD,"""Output modules cannot use minPartitionCount when sending to named channels""","""""""If the output module is connected to a named channel, cannot be set up the property minPartitionCount, it is giving an exception.  Streams: stream create f --definition """"""""queue:foo > transform --expression=payload+'-foo' | log""""""""  stream create b --definition """"""""queue:bar > transform --expression=payload+'-bar' | log"""""""" stream deploy --name f --properties """"""""module.transform.count=2"""""""" stream deploy --name b --properties """"""""module.transform.count=2""""""""  stream create r --definition """"""""time | router --expression=payload.contains('10')?'queue:foo':'queue:bar'"""""""" stream deploy --name r --properties """"""""module.router.producer.minPartitionCount=20""""""""  The error is: Caused by: java.lang.IllegalArgumentException: KafkaMessageBus does not support producer property: minPartitionCount for queue:bar. at org.springframework.xd.dirt.integration.bus.MessageBusSupport.validateProperties(MessageBusSupport.java:781) ~[spring-xd-messagebus-spi-1.2.1.RELEASE.jar:1.2.1.RELEASE]""""""",1
